Advertisements 	date.2,Street,R.,m²,Floor,Series,"Price, m2",Price
Piedāvājam iegādāties telpas Baznīcas ielā 41/43. Uz doto brīd,Baznicas 41/43,3,99,1/7,Spec. pr.,"1,707 €","169,000 €"
"Tiek pārdots stilīgs un plašs vienistabas dzīvoklis 36, 4 m² pla",Matisa 111,1,36,1/5,Pre-war house,"1,069 €","38,500 €"
"Pārdod plašu, gaišu un mājīgu 4ist. dzīvokli prestižā vietā Rīga",Pulkv. Briezha 7,4,109,7/7,Recon.,"2,661 €","290,000 €"
Предлагаем к продаже квартиру в престижном доме в Тихом центре Р,Vidus 11,4,124,1/5,Recon.,"2,339 €","290,000 €"
Plašs un kvalitatīvs 2 istabu dzīvoklis projektā Aizkulises – A.,Chaka 134,2,66,2/5,New,"2,712 €","179,000 €"
Plašs 4 istabu dzīvoklis jūgendstila ēkā Blaumaņa ielā 31 + Pie,Blaumana 31,4,94,2/6,Pre-war house,"2,766 €","260,000 €"
"Forburgas kvartālā, vienā no Rīgas elegantākajiem un pieprasītāk",Ausekla 5,6,205,2/6,Pre-war house,"3,366 €","690,000 €"
Tiek pārdots pilnībā renovēts 3-istabu dzīvoklis pašā Rīgas cent,Lachplesha 65,3,84,2/6,Pre-war house,"2,500 €","210,000 €"
3 istabu dzīvoklis ar stāvvietu Rīgas centrā. Ērts un pilnībā,Elijas 26,3,69,4/6,New,"3,188 €","220,000 €"
A+ energoefektivitāte. “Krasta Kvartāls” Bonava. Ļoti rets piedā,Latgales 190,2,46,4/9,New,"2,717 €","125,000 €"
"Iztirgojam māju pa dzīvokļiem. Dzīvoklis Nr. 49  Kluss, saula",Chaka 133,1,28,4/6,Pre-war house,"1,518 €","42,500 €"
2 konkrētas automašīnas vietas slēgtā pagalmā. Dzīvoklis renov,Brivibas 142,5,108,2/6,Recon.,"1,620 €","175,000 €"
Iztirgojam māju pa dzīvokļiem. Izvilkti jauni ūdens un kanalizāc,Chaka 133,1,26,5/6,Pre-war house,"1,542 €","40,100 €"
"Kompakts un ļoti ekonomisks dzīvoklis pirmskara mūra mājā, kuru",Chaka 133,1,34,3/6,Pre-war house,"1,214 €","41,260 €"
"Pārdod dzīvokli, kurā ziemā ir silti, bet vasarā patīkami vēss.",Nitaures 4,2,58,2/5,Stalin project,"1,983 €","115,000 €"
Pārdod dzīvokli Rīgas centrā ar svaigu remontu Gaišs un silts,Birznieka-Upisha 2..,2,35,4/6,New,"3,514 €","123,000 €"
Pārdodu remontējamu dzīvokli. Nomainīti logi. Ir gāzes pieslēgum,Matisa 83,5,107,2/5,Pre-war house,"1,495 €","160,000 €"
3 istabu dzīvoklis prestižajā Felicity Apartments projektā Ja,Birznieka-Upisha 1..,3,76,2/7,New,"3,026 €","230,000 €"
Brooklyn Gates - Vēstures Šarms. Moderns Potenciāls. Piedāvā,Gertrudes 110,1,25,1/5,Pre-war house,"1,554 €","38,858 €"
Prestižākajā Rīgas rajonā pārdošanā nonācis liels 4 istabu dzīvo,Ausekla 5,4,155,2/4,Recon.,"2,613 €","405,000 €"
Dzīvoklis vienā no skaistākajām jūgendstila ēkām Rīgas vēsturisk,Ausekla 5,4,155,2/4,Recon.,"2,613 €","405,000 €"
"Pārdod saulainu, gaišu, plašu 2 istabu, mēbelētu, ērta plānojuma",Tomsona 30,2,75,3/9,New,"2,933 €","220,000 €"
Attīstītājs piedāvā iegādāties dzīvokli pilnībā renovētā mājā Da,Sadovnikova 30,2,29,2/5,Recon.,"2,441 €","70,800 €"
"Piedāvājam unikālu iespēju iegādāties prestižu īpašumu, kas atsp",Baznicas 39,4,137,2/5,Recon.,"3,285 €","450,000 €"
"Zeme īpašumā, fasādes māja, slēgts pagalms, ieeja no ielas un pa",Baznicas 45,2,50,1/6,Pre-war house,"1,760 €","88,000 €"
Pārdod plašu četristabu dzīvokli Rīgas vēsturiskajā centrā – Ģer,Gertrudes 55,4,86,2/6,Pre-war house,"2,058 €","177,000 €"
Pārdod augstas kvalitātes tikko remontētu dzīvokli rekonstruētā,Baznicas 39,4,137,2/5,Recon.,"3,285 €","450,000 €"
Attīstītājs piedāvā iegādāties trīs istabu dzīvokli Nr. 3 projek,Skolas 17,3,63,2/7,New,"3,458 €","217,826 €"
Attīstītājs River properties piedāvā iegādāties divistabu dzīvok,Skolas 17,2,50,2/7,New,"3,648 €","182,383 €"
Moderns 4-istabu dzīvoklis Rīgas centrā ar pārdomātu dizainu un,Ganibu d. 11,4,89,5/6,New,"3,348 €","298,000 €"
Piedāvājam iegādāties unikālu četru istabu dzīvokli prestižā jau,Rupniecibas 44,4,164,6/7,New,"3,043 €","499,000 €"
Pārdod izremontētu dzīvokli Indrānu ielā 9 – gatavs dzīvošanai v,Indranu 9,3,40,3/4,Pre-war house,"2,328 €","93,100 €"
"Plašums, kas pilsētas centrā sastopams arvien retāk – šis dzīvok",Rupniecibas 5,6,252,4/5,Recon.,"1,845 €","465,000 €"
"Kluss, saulains 2 istabu dzīvoklis (Nr. 36) ar saunu. Dzīvojamā",Chaka 133,2,43,2/6,Pre-war house,"1,738 €","74,750 €"
Pārdod dzīvokli ar balto apdari dzīvokli jaunajā projektā – Paus,Gertrudes 56,1,15,4/5,Recon.,"3,167 €","47,500 €"
Pārdod dzīvokli ar balto apdari dzīvokli jaunajā projektā – Paus,Gertrudes 56,2,40,4/5,Recon.,"2,988 €","119,500 €"
Pārdod dzīvokli ar balto apdari dzīvokli jaunajā projektā – Paus,Gertrudes 56,2,30,4/5,Recon.,"2,883 €","86,500 €"
Pārdošanā 428 m² bēniņu telpas virs 5. stāva Staļina laika Ēkā.,Ierochu 1,1,428,5/5,Stalin project,126 €,"54,000 €"
Pārdošanā unikāla investīciju iespēja pašā Rīgas centrā - plašs,Marijas 15,6,146,2/7,Pre-war house,"1,033 €","150,820 €"
Saulains 2-istabu dzīvoklis kvalitatīvā pirmskara mūra ēkā ar pi,Brivibas 138,2,48,5/6,Pre-war house,"1,660 €","79,695 €"
Pārdod plašu 3 istabu dzīvokli Rīgas centrā Pārdošanā plašs un,Lastadijas 60,3,109,2/4,Pre-war house,"1,900 €","207,100 €"
Šis gaišais studio tipa dzīvoklis Grīziņkalnā ir lieliska izvēle,Sapieru 3B,1,31,1/5,New,"2,113 €","65,500 €"
Pārdošanā plašs un gaišs 4 istabu dzīvoklis vienā no pieprasītāk,Grostonas 21,4,110,8/10,New,"3,136 €","345,000 €"
Pārdod plašu 2-istabu dzīvokli ar savu individuālo centrālapkuri,Valmieras 6,2,51,2/3,Pre-war house,637 €,"32,500 €"
Pārdošanā ekskluzīvs un gaumīgi iekārtots 3-istabu dzīvoklis jau,Miera 57a,3,133,4/4,New,"2,989 €","397,600 €"
Продаю квартирa офис82.1м2.Высокий бельэтж. Два входа один с ули,Blaumana 25,3,82,1/5,Pre-war house,"1,195 €","98,000 €"
Tiek pārdots investīciju dzīvoklis izīrēšanai ar auto stāvvietu,Ganibu d. 31b,1,30,2/5,Recon.,"1,267 €","38,000 €"
"Mājīgs un gaišs divistabu dzīvoklis Rīgas centrā ar patīkamu, au",Tallinas 52,2,59,3/5,Pre-war house,"1,864 €","110,000 €"
Предлагается светлая и полностью обновленная квартира на 1 этаже,Ganibu d. 12A,2,44,1/2,Stalin project,"1,795 €","79,000 €"
"Namīpašnieks pārdot, tikko no īrniekiem atbrīvotu, 3 istabu dzīv",Stabu 6,3,66,2/6,Pre-war house,"1,364 €","90,000 €"
"Pārdod 1-istabas dzīvokli Sarkandaugavā ar kopējo platību 39, 7",Duntes 31,1,40,2/3,Pre-war house,813 €,"32,500 €"
"Pārdošanā ir skaists divu istabu dzīvoklis blakus parkam ""Ziedoņ",Chaka 72,2,35,3/4,Recon.,"2,457 €","86,000 €"
"Pārdodu nelielu, mājīgu dzīvokli ar visām ērtībām. Dzīvoklī ir u",Petersalas 7,1,24,1/4,Pre-war house,"1,875 €","45,000 €"
Pārdodam divu istabu dzīvokli ideālā lokācijā Rīgas centrā. Ēk,Ganibu d. 6,2,43,1/2,Stalin project,"1,160 €","49,900 €"
Новинка на рынке недвижимости. Квартира под ремонт. Покупай,Stabu 6,3,91,2/6,Pre-war house,"1,286 €","117,000 €"
Īpašnieks pārdod dzīvokli vēsturiskā ēkā pašā Rīgas centrā pie t,Marijas 1,3,80,3/6,Pre-war house,"1,438 €","115,000 €"
2 istabu dzīvoklis renovētā un siltinātā pagalma ēkā Artilērijas,Artilerijas 11,2,36,3/3,Recon.,"2,306 €","83,000 €"
2 istabu dzīvoklis renovētā un siltinātā pagalma ēkā Artilērijas,Artilerijas 11,2,31,1/3,Recon.,"1,997 €","61,900 €"
"Divstāvu, četristabu dzīvoklis, 117, 5 kv. m, ar atsevišķu ieeju",Birznieka-Upisha 1..,4,118,1/2,Recon.,"1,610 €","190,000 €"
"Jauns 3 istabu mansarda dzīvoklis renovētā mājā, Jāņa Asara iela",Asara 11,3,78,6/6,Recon.,"2,821 €","220,000 €"
4-istabu dzīvoklis Unesco Pasaules Mantojuma namā - Eksporta iel,Eksporta 3,4,99,1/5,Pre-war house,"2,818 €","279,000 €"
"Rīgas centra jaunajā projektā “Tērbatas dārzs”, kas atrodas Tērb",Terbatas 78A,3,77,4/7,New,"3,442 €","265,000 €"
"Rīgas centra jaunajā projektā “Tērbatas dārzs”, kas atrodas Tērb",Terbatas 78A,1,28,6/7,New,"4,286 €","120,000 €"
"Rīgas centra jaunajā projektā “Tērbatas dārzs”, kas atrodas Tērb",Terbatas 78A,2,52,6/7,New,"3,923 €","204,000 €"
Tiek pārdots studijas tipa dzīvoklis ēkas 6. stāvā. Dzīvoklis mē,Klusa 20,1,26,5/9,Recon.,"1,269 €","33,000 €"
Pārdod divistabu dzīvokli ar pelēko apdari Iespēja jums iekār,Elizabetes 8,2,36,2/5,Recon.,"2,764 €","99,500 €"
"Projekts “Palisade” piedāvā izcilus dzīvokļus prestižā, aristokr",Vilandes 8,3,103,2/4,Recon.,"3,204 €","330,000 €"
Tiek pārdotas perspektīvas telpas investīciju projektam Bruninie,Bruninieku 82,Other,85,1/3,Pre-war house,298 €,"25,300 €"
"Īpašnieks pārdod dzīvokli renovētā ēkā, Brīvības ielā 110, 2. st",Brivibas 110,4,122,2/6,Pre-war house,"1,721 €","210,000 €"
"Elegants dzīves stils Berga Bazārā – dzīvoklis tiem, kas novērtē",Dzirnavu 92,3,131,4/5,Recon.,"3,038 €","398,000 €"
Tiek uzsākta investīciju dzīvokļu pārdošana Youston co-living ko,Valdemara 38,1,27,1/6,Recon.,"3,333 €","90,000 €"
Attīstītājs piedāvā dzīvokļus pilnībā atjaunotā vēsturiskā ēkā R,Lachplesha 36,1,28,2/5,Recon.,"3,401 €","95,220 €"
Tiek uzsākta investīciju dzīvokļu pārdošana Youston co-living ko,Valdemara 38,1,14,1/6,Recon.,"3,357 €","47,000 €"
"Pārdošanā gaišs un silts dzīvoklis pašā pilsētas centrā, prestiž",Elizabetes 27,5,90,2/4,Pre-war house,"2,111 €","190,000 €"
"Tiek pārdots divstāvīgs dzīvoklis jaunā projektā Albatross, Katr",Katrinas d. 17,2,78,2/6,New,"1,769 €","138,000 €"
Elegantais dzīvoklis ar vēsturisku šarmu un mūsdienīgu dizainu v,Baznicas 7,5,155,3/6,Recon.,"3,839 €","595,000 €"
"Pārdošanā gaišs, saulains dzīvoklis ar pazemes autostāvvietu un",Grostonas 21,3,91,3/8,New,"2,956 €","269,000 €"
Premium klases dzīvokļi Rīgas centrā – Lāčplēša ielā 36. Ēka,Lachplesha 36,1,27,2/5,New,"3,362 €","90,780 €"
"Pārdod ar panorāmas skatu, eleganti gaumīgu, dizainera veidotu u",Barona 10,3,106,5/5,Pre-war house,"3,774 €","400,000 €"
Tiek pārdots saulains 2-istabu dzīvoklis. Lielisks piedāvājums i,Artilerijas 43,2,43,2/2,Pre-war house,881 €,"37,890 €"
Divlīmeņu mansarda dzīvoklis vēsturiskā fasādes ēkā pilsētas cen,Gertrudes 62,3,89,6/6,Recon.,"2,146 €","191,000 €"
"Pārdod 55 m² plašu 2-istabu dzīvokli Rīgā, K. Valdemāra ielā 147",Valdemara 147 k-1,2,55,3/5,Stalin project,"2,360 €","129,800 €"
Pārdodu 3 istabu dzīvokli projektā Rezidence “Pērnavas 41”.,Pernavas 41,3,88,6/6,Recon.,"2,893 €","254,620 €"
"Pārdošanā ekskluzīvs divstāvu dzīvoklis Andrejsalā, blakus Rīgas",Vezhu 14,3,190,6/6,New,"2,000 €","380,000 €"
"Piedāvājumā plašs dzīvoklis jūgendstila pirmskara namā, kas celt",Blaumana 36,6,180,3/5,Pre-war house,"2,401 €","432,180 €"
Piedāvājumā gaišs un skaists 4-istabu dzīvoklis ar vēsturisku ša,Dzirnavu 53,4,116,4/6,Pre-war house,"2,582 €","299,550 €"
Dizaina dzīvoklis ar dabīgiem materiāliem projektā Merks Viestur,Rupniecibas 27,3,103,6/6,New,"4,563 €","470,000 €"
Pārdod stilīgu 2-istabu dzīvokli pilsētas sirdī – ideāls gan dzī,Kaleju 57,2,34,1/5,Recon.,"3,965 €","134,800 €"
"Piedāvājam jaunu, gaumīgi iekārtotu dzīvokli renovētā ēkā Rīgas",Marijas 4,2,30,5/5,Recon.,"4,633 €","139,000 €"
4 istabu dzīvoklis Ģertrūdes ielā Vēsturiska ēka Pilna renovācij,Gertrudes 9,4,153,2/7,Recon.,"3,486 €","533,400 €"
Projekta attīstītājs un īpašnieks - kompāniju grupa “R. Evolutio,Strelnieku 8,4,155,7/7,New,"3,890 €","603,000 €"
Продаётся 3-комнатная квартира в центре Риги – в отреставрирован,Terbatas 59/61,3,66,5/6,Recon.,"2,652 €","175,000 €"
Pārdod divu istabu dzīvokli ar kopējo platību 44.4 m2 renovētā ē,Chaka 38A,2,44,5/6,Recon.,"2,018 €","88,800 €"
Projekta attīstītājs pārdod dzīvokli jaunajā projektā – Pausa Na,Gertrudes 56,1,15,5/5,Recon.,"2,530 €","37,950 €"
Projekta attīstītājs pārdod dzīvokli jaunajā projektā – Pausa Na,Gertrudes 56,2,41,2/5,Recon.,"2,354 €","96,500 €"
Projekta attīstītājs pārdod dzīvokli jaunajā projektā – Pausa Na,Gertrudes 56,2,29,2/5,Recon.,"2,500 €","72,500 €"
Собственник продает однокомнатную квартиру. Совмещенный санузел,Bruninieku 93A,1,22,1/5,Pre-war house,"1,682 €","37,000 €"
Īpašnieks pārdod dzīvokli centrā ar visām ērtībām. Pieprasīts īr,Ierochu 4A,1,27,1/5,Pre-war house,"1,222 €","33,000 €"
Dzīvoklis klusajā centrā Antonijas ielā. Šis ērtais un funkcio,Antonijas 22,2,54,4/6,Pre-war house,"2,722 €","147,000 €"
"Klusais centrs. Gaišs, plašs un mājīgs divu līmeņu dzīvoklis ar",Ganu 6,4,151,6/7,Pre-war house,"2,152 €","325,000 €"
Silts 2-istabu dzīvoklis 10 min no Rīgas centrā. Tikko pēc lieli,Katrinas d. 24k3,2,37,1/2,Spec. pr.,"1,024 €","37,880 €"
"Nomaksa. Investīciju objekts , vienkārši uztaisāms par daudziem",Latgales 108,Other,400,1/3,Priv.house,272 €,"108,900 €"
Faktiski atsevišķa māja. Pagalma māja. Viss majas otrais stāvs u,Brivibas 234,Other,145,2/2,Spec. pr.,619 €,"89,800 €"
Īpašnieks pārdod plašu un pilnībā mēbelētu dzīvokli Grostonas ie,Grostonas 21,4,105,7/10,New,"3,762 €","395,000 €"
Plašas telpas piemērotas dzīvošanai vai birojam. Pārdošanā e,Baznicas 35,6,171,1/6,Pre-war house,"2,104 €","359,750 €"
"Dzīvoklis, kur Rīgas panorāma kļūst par ikdienas skatu no jūsu l",Brivibas 150,3,85,6/6,Pre-war house,"1,906 €","162,000 €"
Pārdod plašu 3 istabu dzīvokli Rīgas centrā ar augstiem griestie,Valdemara 119,3,65,5/5,Pre-war house,"1,000 €","65,000 €"
Piedāvājam iegādāties izcilu dizaina dzīvokli prestižajā Baznīca,Baznicas 7,4,155,3/7,Pre-war house,"3,839 €","595,000 €"
2 Stāvu Dzīvoklis AR Terasi Rīgas Centrā  Zaubes iela / Krišj,Valdemara 75,3,103,5/6,Pre-war house,"2,670 €","275,000 €"
Mēbelēts dzīvoklis Hallo Loft projektā. Jauns dzīvokļu projekt,Barona 69,1,18,2/3,Recon.,"4,222 €","76,000 €"
Mēbelēts dzīvoklis Hallo Loft projektā. Divlīmeņu dzīvoklis.,Barona 69,2,30,2/3,Recon.,"3,067 €","92,000 €"
Pārdošanā Plašs dizaina dzīvoklis ar panorāmas skatu uz Rīgas kl,Dzirnavu 31,3,149,7/7,Pre-war house,"2,201 €","328,000 €"
Apartamenti īstiem pilsētas dzīves baudītājiem. Nāc un dzīvo – v,Skolas 20,3,130,3/6,Recon.,"2,992 €","389,000 €"
Attīstītājs piedāvā dzīvokļus pilnībā atjaunotā vēsturiskā ēkā R,Lachplesha 36,2,36,4/5,Recon.,"3,529 €","127,050 €"
"Piedāvājam pārdošanai 3-istabu dzīvokli jaunajā projektā ""Ģertrū",Gertrudes 65,3,52,2/6,New,"2,889 €","150,220 €"
"Atvērta rezervācija. Dzīvokļi ar pilnu apdari renovētā ēkā,",Zvaigzhnu 21,2,35,4/6,Recon.,"2,393 €","83,760 €"
"Attīstītājs tirgo divistabu dzīvokli, kas atrodas fasādes mājā r",Alauksta 7,2,37,2/4,Recon.,"2,919 €","108,000 €"
"Pārdodam gaišu un ļoti klusu 2-istabu dzīvokli Rīgas centrā, Brī",Brivibas 92/94,2,52,2/5,Spec. pr.,"1,712 €","89,000 €"
Patiesi autentisks dzīvoklis prestižā vietā - Rīgas klusajā cent,Vilandes 5,3,73,4/5,Recon.,"2,288 €","167,000 €"
Pārdod plašu un gaišu 2-istabu dzīvokli Rīgas centrā - klusā iel,Vilandes 8,2,87,5/5,Pre-war house,"2,759 €","240,000 €"
"Īpašnieks pārdod trīs istabu dzīvokli (84, 9 m²) pilsētas centrā",Matisa 31,3,85,3/5,Pre-war house,"1,988 €","169,000 €"
Attīstītājs un īpašnieks – kompāniju grupa “R. Evolution” – pārd,Strelnieku 5,3,86,3/7,New,"5,721 €","492,000 €"
Dzīvoklis divos līmeņos. 1. stāvs - plaša dzīvojamā istaba ar,Gertrudes 69,5,170,6/7,Recon.,"1,294 €","220,000 €"
Piedāvājumā no attīstītāja 2-istabu dzīvoklis Nr. 14 prestižajā,Pulkv. Briezha 15,2,48,2/7,Recon.,"3,187 €","152,960 €"
Plašs un elegants 3 istabu dzīvoklis ar autostāvvietu Rīgas cent,Birznieka-Upisha 2..,3,86,4/6,Pre-war house,"2,766 €","237,900 €"
Piedāvājam skaistu 2 istabu dzīvokli ar terasi Rīgas centrā. D,Pulkv. Briezha 21,2,72,3/7,New,"3,347 €","241,000 €"
"Продается квартира в одноэтажном доме, отдельный вход со двора,",Maiznicas 4,2,65,1/1,Pre-war house,"1,000 €","65,000 €"
Studio tipa dzīvoklis ar pilnu apdari Donberga kvartālā. Ģertrūd,Gertrudes 60,1,20,1/5,Pre-war house,"2,910 €","58,200 €"
