description,url,Street,R.,m²,Floor,Series,"Price, m2",Price
Plašs studio dzīvoklis jaunajā projektā Klusajā centrā ar terasi,https://www.ss.com/msg/en/real-estate/flats/riga/centre/cjelc.html,Rupniecibas 25,1,49,1/6,New,"3,263 €","159,900  €"
Pārdod mājīgu 2 istabu dzīvokli skaistā renovētā projektā “Rēder,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bdplbf.html,Latgales 48,2,28,1/4,Recon.,"2,679 €","75,000  €"
"Pārdošanā saulains, kapitāli izremontēts mansarda dzīvoklis reno",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bedndh.html,Matisa 85,3,75,6/6,Recon.,"2,067 €","155,000  €"
"Pārdošanā dzīvoklis perspektīvā vietā Rīgas centrā, Lastādijā, E",https://www.ss.com/msg/en/real-estate/flats/riga/centre/ejkpi.html,Elijas 14,1,35,2/5,Pre-war house,"1,014 €","35,500 €"
"Divu istabu dzīvoklis Premium Klases ēkā, 5.stāvā. 

""One Deve",https://www.ss.com/msg/en/real-estate/flats/riga/centre/cpmxk.html,Marijas 4,2,33,5/5,Recon.,"3,924 €","129,480  €"
Gaumīgs divstāvu dzīvoklis renovētā namā stilīgākajā Rīgas centr,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcnjfi.html,Alauksta 7,2,36,2/2,Recon.,"3,194 €","115,000  €"
"Īpašnieks pārdod 3 istabu dzīvokli (2 guļamistabas, 2 sanmezgli)",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bfdjxp.html,Blaumana 11/13,3,81,2/5,Pre-war house,"3,123 €","253,000  €"
Pārdod gaišu un saulainu 33 m² dzīvokli Rīgas centrā ar ērtu un,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bhdgb.html,Zvaigzhnu 26,1,33,2/5,Spec. pr.,"1,667 €","55,000  €"
"Pārdod plašu 4 istabu dzīvokli klusajā centrā, šogad tiks renovē",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bclfjk.html,Petersalas 17,4,80,2/2,Pre-war house,619 €,"49,500  €"
Rīgas klusajā centrā plašs 3 istabu dzīvoklis par izdevīgu cenu.,https://www.ss.com/msg/en/real-estate/flats/riga/centre/dchcm.html,Zala 7,3,99,2/3,Pre-war house,"1,515 €","150,000  €"
Piedāvājumā plašs un gaišs 2-istabu dzīvoklis jūgendstila pirmsk,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bckfhe.html,Blaumana 36,2,77,3/5,Pre-war house,"2,797 €","215,350  €"
Pārdod gaišu un saulainu trīs istabu dzīvokli 80.3m3 platībā. Gr,https://www.ss.com/msg/en/real-estate/flats/riga/centre/adixx.html,Darzauglu 1,3,80,5/7,New,"2,238 €","179,000  €"
"Tikko remontēts dzīvoklis
Pārdod 3 - istabu dzīvokli ar augstas",https://www.ss.com/msg/en/real-estate/flats/riga/centre/eikjx.html,Latgales 109,3,43,2/5,Recon.,"2,600 €","111,800  €"
Plašs un elegants 4 istabu dzīvoklis Stabu ielā – Rīgas centrā,https://www.ss.com/msg/en/real-estate/flats/riga/centre/ecpod.html,Stabu 60,4,116,4/5,Recon.,"1,810 €","210,000  €"
"Dzīvokļa priekšrocības:

pārdomāts un ērts plānojums;
gaišas",https://www.ss.com/msg/en/real-estate/flats/riga/centre/ehfgp.html,Klijanu 12,2,40,3/3,New,"2,125 €","85,000  €"
"Attīstītājs ""Merko mājas"" piedāvā iegādāties energoefektīvu 3-is",https://www.ss.com/msg/en/real-estate/flats/riga/centre/beknmh.html,Skanstes 12,3,79,1/12,New,"2,901 €","229,200 €"
"Pārdošanā gaišs un saulains dzīvoklis Grīziņkalnā. 

Dzīvokļi",https://www.ss.com/msg/en/real-estate/flats/riga/centre/fehmc.html,Zvaigzhnu 21,1,22,4/5,Pre-war house,"1,368 €","30,100  €"
"Attīstītājs ""Merko mājas"" piedāvā iegādāties energoefektīvu 5-is",https://www.ss.com/msg/en/real-estate/flats/riga/centre/benihx.html,Skanstes 12,5,105,2/12,New,"3,042 €","319,400 €"
"Attīstītājs ""Merko mājas"" piedāvā iegādāties energoefektīvu 4-is",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bclfgf.html,Skanstes 12,4,99,2/12,New,"2,809 €","278,100 €"
"Attīstītājs ""Merko mājas"" piedāvā iegādāties energoefektīvu 2-is",https://www.ss.com/msg/en/real-estate/flats/riga/centre/ajogh.html,Skanstes 6,2,53,1/12,New,"3,032 €","160,700 €"
"Pārdod 2 istabu dzīvokli Rīgas centrā. 
Dzīvokļa kopējā platība",https://www.ss.com/msg/en/real-estate/flats/riga/centre/ddxcf.html,Stabu 104,2,49,3/5,Lit pr.,"1,622 €","79,500  €"
"Pārdošanā pieejamas 159, 7 m² plašas un gaišas telpas vienā no R",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcjeji.html,Vilandes 12,4,160,1/6,Pre-war house,"1,900 €","304,000  €"
"Trīs istabu dzīvoklis jaunā projektā Rīgas centrā. 
Unikāla ies",https://www.ss.com/msg/en/real-estate/flats/riga/centre/clbci.html,Dzirnavu 85,3,59,2/7,New,"4,015 €","236,900  €"
"Pārdod saulainu, gaišu, plašu 3 istabu, pilnībā mēbelētu, ērta p",https://www.ss.com/msg/en/real-estate/flats/riga/centre/dmmgi.html,Tomsona 30,3,122,2/10,New,"2,869 €","350,000  €"
"Piedāvājam iegādāties elegantu 4 istabu dzīvokli Rīgas centrā, B",https://www.ss.com/msg/en/real-estate/flats/riga/centre/agipb.html,Brivibas 72,4,108,3/6,Pre-war house,"2,083 €","225,000  €"
"Ekskluzīvs četru istabu dzīvoklis Rīgas vēsturiskajā centrā. 
I",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bedmgp.html,Blaumana 20,4,108,2/7,New,"3,611 €","390,000  €"
Rīgas centrā tiek pārdots 2-istabu saulains un elegants dzīvokli,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bxfmj.html,Brivibas 68,2,49,3/6,Recon.,"3,507 €","171,850  €"
Pārdošanā plašs četristabu dzīvoklis renovētā mājā pašā Rīgas ce,https://www.ss.com/msg/en/real-estate/flats/riga/centre/apxbo.html,Brivibas 110,4,122,2/6,Pre-war house,"1,697 €","207,000  €"
Pārdošanā silts un saulains trīsistabu dzīvoklis netālu no Skans,https://www.ss.com/msg/en/real-estate/flats/riga/centre/abxpo.html,Zirnu 5 k-2,3,60,4/9,467-th,"1,900 €","114,000  €"
Pārdošanā mājīgs divistabu dzīvoklis ar nesen veiktu svaigu remo,https://www.ss.com/msg/en/real-estate/flats/riga/centre/gxjng.html,Chaka 121,2,54,6/6,Recon.,"1,389 €","75,000  €"
"Двухкомнатная квартира в Centra nams. 

Планировка:
- Простор",https://www.ss.com/msg/en/real-estate/flats/riga/centre/adbnk.html,Republikas pl. 3,2,55,2/7,New,"3,273 €","179,990  €"
Pārdošanā gaišs un mājīgs dzīvoklis jaunajā projektā “Tomsona Te,https://www.ss.com/msg/en/real-estate/flats/riga/centre/agkkl.html,Tomsona 30,4,105,3/9,New,"2,381 €","250,000  €"
Attīstītājs piedāvā iegādāties plašu 3 istabu dzīvokli jaunajā p,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bckxbg.html,Skolas 17,3,86,2/7,New,"3,434 €","295,320  €"
"Zems 1. stāvs. Siltas, sausas, gaišas zema 1. stāva (vai augsta",https://www.ss.com/msg/en/real-estate/flats/riga/centre/cihep.html,Chaka 133,2,44,1/6,Pre-war house,579 €,"25,492  €"
"Pārdod investīciju dzīvokli Marijas ielā 8B, iekšpagalma ēkā",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bclghi.html,Marijas 8B,2,22,3/3,Pre-war house,"4,241 €","93,300  €"
Pārdod pilnībā izremontētu 2 istabu dzīvokli renovētā mājā Rīgas,https://www.ss.com/msg/en/real-estate/flats/riga/centre/cphfc.html,Krasotaju 13a,2,30,3/5,Recon.,"2,767 €","83,000  €"
"Trīs līmeņu, 4 istabu dzīvoklis ar saunu, mājas kinozāli un unik",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bexjho.html,Brivibas 104,4,175,5/7,Spec. pr.,"1,400 €","245,000  €"
"Piedāvājam iegādei studio dzīvokli pēc kvalitatīva remonta, piln",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bhjoi.html,Sadovnikova 39,1,27,7/7,Recon.,"2,512 €","67,830  €"
"Gaišs 2.stāva dzīvoklis pēc kvalitatīva remonta, pilnībā aprīkot",https://www.ss.com/msg/en/real-estate/flats/riga/centre/ddhfl.html,Sadovnikova 39,2,42,2/7,Recon.,"2,389 €","100,320  €"
"Pārdošanā plašs un gaišs 2-istabu dzīvoklis Tērbatas ielā. 

D",https://www.ss.com/msg/en/real-estate/flats/riga/centre/agoef.html,Terbatas 59/61,2,65,3/7,Recon.,"2,726 €","177,200  €"
Attīstītājs un īpašnieks – kompāniju grupa “R. Evolution” – pārd,https://www.ss.com/msg/en/real-estate/flats/riga/centre/aefif.html,Strelnieku 5,4,118,2/7,New,"5,297 €","625,000  €"
Pārdod elegantu izsmalcināta dizaina dzīvokli Alberta ielā 1 pil,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bdhpf.html,Alberta 1,6,209,5/5,Recon.,"3,565 €","745,000  €"
"Samazināta Cena - Pēdējā Cena. 
Tiek pārdots gaišs un mājīgs 2",https://www.ss.com/msg/en/real-estate/flats/riga/centre/dxgdo.html,Lugazhu 4,2,47,5/5,Lit pr.,"1,085 €","51,000  €"
Moderns dizainera dzīvoklis mūsdienīgajā projektā pašā centrā.,https://www.ss.com/msg/en/real-estate/flats/riga/centre/ajfek.html,Kungu 25,1,33,4/6,New,"3,636 €","120,000  €"
Īpašnieks pārdod gaišu un saulainu 2 istabu dzīvokli vienā no la,https://www.ss.com/msg/en/real-estate/flats/riga/centre/agiok.html,Blaumana 9A,2,51,5/6,Recon.,"4,500 €","229,500  €"
"Četristabu dzīvoklis Skanstē ar skatu uz parku. 

Virtuve aprī",https://www.ss.com/msg/en/real-estate/flats/riga/centre/begljn.html,Grostonas 21,4,110,8/10,New,"3,136 €","345,000  €"
"Pārdod siltu, saulainu un mājīgu dzīvokli. Ir parkings un nolikt",https://www.ss.com/msg/en/real-estate/flats/riga/centre/cbihj.html,Vesetas 10,2,66,5/7,Spec. pr.,"2,000 €","132,000  €"
Izsmalcināts 2-istabu dzīvoklis renovētā namā Rīgas centrā.,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bedbxj.html,Chaka 26,2,53,5/7,Recon.,"3,113 €","165,000  €"
Gaišs 3 istabu dzīvoklis pēc kvalitatīva remonta 66 m² + 8 m² ba,https://www.ss.com/msg/en/real-estate/flats/riga/centre/fhjlg.html,Chaka 133,3,74,6/6,Pre-war house,"2,432 €","180,000  €"
"Kluss, silts dzīvoklis sētas mājas 1. stāvā. Logi iziet uz divām",https://www.ss.com/msg/en/real-estate/flats/riga/centre/hxpim.html,Barona 108,1,25,1/5,Pre-war house,"1,800 €","45,000  €"
Divu līmeņu dzīvoklis ar pārdomātu plānojumu un lielu griestu au,https://www.ss.com/msg/en/real-estate/flats/riga/centre/aimef.html,Sadovnikova 29a,4,110,5/6,Recon.,"1,727 €","190,000  €"
"Unikāls dzīvoklis ar tiešu skatu uz Brīvības pieminekli, Bastejk",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bobfc.html,Brivibas 19,3,70,5/6,Pre-war house,"3,786 €","265,000  €"
"Tiek pārdots plašs četru istabu dzīvoklis Stabu ielā – vietā, ku",https://www.ss.com/msg/en/real-estate/flats/riga/centre/akixn.html,Stabu 61,4,94,1/5,Pre-war house,"1,755 €","165,000  €"
Pārdod 2 istabu studio tipa dzīvokli jaunajā projektā Vecrīgā. D,https://www.ss.com/msg/en/real-estate/flats/riga/centre/ankkl.html,Kaleju 74,2,61,3/6,New,"2,459 €","150,000  €"
"Īpašnieki pārdod plašu, mājīgu un tikko renovētu 3 istabu dzīvok",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcklcp.html,Zala 3,3,80,1/4,Pre-war house,"2,738 €","219,000  €"
"Pārdošanā dzīvoklis pašā Rīgas centrā. Zemais pirmais stāvs, kop",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bpebi.html,Mīlenbaha 2,3,51,1/5,Pre-war house,902 €,"46,000  €"
Attīstītājs River properties piedāvā iegādāties elegantu un pārd,https://www.ss.com/msg/en/real-estate/flats/riga/centre/fencb.html,Skolas 17,3,89,3/7,New,"3,815 €","339,538  €"
"Lv:
Īpašnieks pārdod saulainu un gaišu dzīvokli pilsētas sirdī.",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bdponk.html,Lachplesha 48,2,50,6/6,Pre-war house,"2,500 €","125,000  €"
"Pārdod gaišu dzīvokli bez apdares Rīgas vēsturiskajā centrā, Kli",https://www.ss.com/msg/en/real-estate/flats/riga/centre/ajnhi.html,Klijanu 22,2,36,4/8,Recon.,749 €,"26,950  €"
"Pārdošanā gaišs un mājīgs 3 istabu dzīvoklis Rīgas centrā, Krāsl",https://www.ss.com/msg/en/real-estate/flats/riga/centre/behcdd.html,Lachplesha 130,3,50,6/6,New,"2,600 €","130,000  €"
Studio tipa dzīvoklis ar pilnu apdari renovētā ēkā Donberga kvar,https://www.ss.com/msg/en/real-estate/flats/riga/centre/dnglf.html,Gertrudes 60,1,19,1/5,Pre-war house,"2,874 €","54,600  €"
Pārdošanā gaumīgi labiekārtots studijas tipa dzīvoklis vienā no,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bdjmpb.html,Pulkv. Briezha 10,1,33,3/5,Pre-war house,"3,754 €","123,879  €"
Klusais un omulīgais studijas tipa dzīvoklis vērsts uz Klusā cen,https://www.ss.com/msg/en/real-estate/flats/riga/centre/dofei.html,Pulkv. Briezha 10,1,40,3/5,Pre-war house,"3,414 €","136,578  €"
К продаже предлагается уютная двухкомнатная квартира в Тихом цен,https://www.ss.com/msg/en/real-estate/flats/riga/centre/befpmx.html,Pulkv. Briezha 10,2,42,3/5,Recon.,"3,443 €","144,585  €"
Pilnībā aprikots divistabu dzīvoklis ar vietu automašīnai pagalm,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bexjfg.html,Aluksnes 3,2,38,1/5,Recon.,"2,053 €","78,000  €"
Iegādei pieejams ar sadzīves tehniku un korpusa mēbelēm aprīkots,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bebdob.html,Pulkv. Briezha 10,2,35,3/7,New,"3,822 €","133,773  €"
Reta iespēja iegādāties plašu 4-istabu dzīvokli Rīgas vēstniecīb,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bfffen.html,Elizabetes 35,4,129,4/4,Pre-war house,"2,248 €","290,000  €"
"Atvērta rezervācija. 

Dzīvokļi ar pilnu apdari renovētā ēkā,",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bholl.html,Zvaigzhnu 21,1,21,3/5,Recon.,"2,354 €","49,440  €"
"Lv
Plašs un funkcionāls mājoklis Rīgas centrā – Lāčplēša ielā 4",https://www.ss.com/msg/en/real-estate/flats/riga/centre/gmoge.html,Lachplesha 47,2,113,2/5,Recon.,"1,726 €","195,000 €"
"Elegants 2 istabu dzīvoklis Rīgas klusajā centrā

Pārdošanā pi",https://www.ss.com/msg/en/real-estate/flats/riga/centre/chiml.html,Pulkv. Briezha 10,2,47,3/5,Recon.,"3,906 €","183,600  €"
"Rīgas centrā tiek pārdots mājīgs un gaišs vienistabas dzīvoklis,",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bdpgnm.html,Stabu 104,1,28,1/5,Spec. pr.,"1,893 €","53,000  €"
"Pārdod 3-istabu dzīvokli Rīgas centrā, Krišjāņa Valdemāra ielā 1",https://www.ss.com/msg/en/real-estate/flats/riga/centre/dgomf.html,Valdemara 135,3,79,5/5,Stalin project,"1,595 €","126,000  €"
"Gaišs dzīvoklis renovētā vēsturiskā ēkā Rīgas centrā

Pārdošan",https://www.ss.com/msg/en/real-estate/flats/riga/centre/ahxpl.html,Chaka 33,2,50,3/6,Recon.,"2,580 €","129,000  €"
"Dzīvoklis izceļas ar plašuma sajūtu un lieliem logiem, kas vērst",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcigjk.html,Eksporta 14,3,74,4/5,Stalin project,"2,228 €","164,900  €"
"Pārdod investīciju dzīvokli Marijas ielā 8B, iekšpagalma ēkā",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcimel.html,Marijas 8b,2,22,2/3,Pre-war house,"4,045 €","89,000  €"
"Studio tipa investīciju dzīvoklis Marijas ielā 8B, iekšpagalma ē",https://www.ss.com/msg/en/real-estate/flats/riga/centre/eijcn.html,Marijas 8b,1,21,2/3,Pre-war house,"4,019 €","84,400  €"
Pārdošanā ir unikāla bēniņu telpa vēsturiskā ēkā ar jau saskaņot,https://www.ss.com/msg/en/real-estate/flats/riga/centre/adfoj.html,Bruninieku 89,Other,300,6/6,Pre-war house,300 €,"89,999  €"
Ar skatu uz upi Daugavu - ekskluzīvs divu līmeņu dzīvoklis Vecrī,https://www.ss.com/msg/en/real-estate/flats/riga/centre/behdki.html,Vecpilsetas 17,3,99,6/6,Pre-war house,"1,818 €","180,000  €"
"3-istabu 3.stāva kluss pagalma dzīvoklis, pēc kvalitatīva remont",https://www.ss.com/msg/en/real-estate/flats/riga/centre/dfdgb.html,Sadovnikova 39,3,50,3/7,Recon.,"2,405 €","120,240  €"
"Pārdodu gaišu, pilnībā renovētu mansarda dzīvokli ar jaunu mēbel",https://www.ss.com/msg/en/real-estate/flats/riga/centre/blelk.html,Barona 80,2,46,5/5,Pre-war house,"1,587 €","73,000  €"
"Pārdodu gaišu, pilnībā renovētu mansarda dzīvokli ar jaunu mēbel",https://www.ss.com/msg/en/real-estate/flats/riga/centre/colhe.html,Barona 80,3,74,5/5,Pre-war house,"2,068 €","153,000  €"
Elegants 3 istabu dzīvoklis Merks “Viesturdārza mājas” projektā.,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bgdjf.html,Rupniecibas 21,3,94,3/7,New,"3,394 €","319,000  €"
"Продаётся 2-комнатная квартира с ремонтом в центре Риги, по адре",https://www.ss.com/msg/en/real-estate/flats/riga/centre/dihkn.html,Brivibas 129,2,58,2/6,Pre-war house,"2,069 €","120,000  €"
"Design mansard apartment in the Art Nouveau district
A spacious",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcohcg.html,Dzirnavu 4,2,73,5/5,Pre-war house,"2,260 €","165,000 €"
Īpašnieks pārdod tikko renovētu dzīvokli vēsturiskā ēkā - Donber,https://www.ss.com/msg/en/real-estate/flats/riga/centre/hhjhe.html,Lachplesha 61,3,61,5/6,Recon.,"2,934 €","179,000  €"
Īpašnieks pārdod tikko renovētu dzīvokli vēsturiskā ēkā - Donber,https://www.ss.com/msg/en/real-estate/flats/riga/centre/ejeje.html,Lachplesha 61,2,46,5/6,Recon.,"2,957 €","136,000  €"
Piedāvājumā skaists un plašs dzīvoklis renovētā pirmskara namā p,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bpmnb.html,Dzirnavu 53,4,119,5/5,Recon.,"3,997 €","475,650  €"
Elegants dzīvoklis vēsturiskā namā Rīgas centrā Elizabetes ielā,https://www.ss.com/msg/en/real-estate/flats/riga/centre/agplo.html,Elizabetes 22,3,136,2/6,Recon.,"4,963 €","675,000  €"
Pārdošanā pieejams divistabu dzīvoklis ar lielisku skatu projekt,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bclldl.html,Latgales 109,2,43,4/5,Recon.,"1,497 €","64,375  €"
"Ekskluzīvs piecu istabu dzīvoklis 157 m² Jaunzema namā (1901), a",https://www.ss.com/msg/en/real-estate/flats/riga/centre/ahhgp.html,Blaumana 36,5,158,5/5,Pre-war house,"1,835 €","290,000 €"
Tiek pārdots 2-istabas dzīvoklis Rīgas centra klusajā rajonā. Vi,https://www.ss.com/msg/en/real-estate/flats/riga/centre/fepxo.html,Klijanu 12,2,37,3/3,Recon.,"2,378 €","88,000  €"
Īpašnieks pārdod dzīvokli centrā. Dzīvoklis remontējams. Liels z,https://www.ss.com/msg/en/real-estate/flats/riga/centre/dxmdi.html,Ierochu 6,1,16,1/2,Pre-war house,781 €,"12,500  €"
"2-х комнатная квартира 43.8 м2 в новом центре по отличной цене,",https://www.ss.com/msg/en/real-estate/flats/riga/centre/gehdj.html,Katrinas d. 6,2,44,1/3,Recon.,"1,820 €","80,100  €"
"Pārdod 2 istabu dzīvokli Rīgas centrā, Tērbatas ielā 20. Dzīvokl",https://www.ss.com/msg/en/real-estate/flats/riga/centre/aclkx.html,Terbatas 20,2,33,3/6,Recon.,"3,321 €","109,600  €"
"Dzīvokļi ar pilnu apdari renovētā ēkā, Grīziņkalnā. 
Dzīvojiet",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bopeb.html,Zvaigzhnu 21,2,29,4/6,Recon.,"2,400 €","69,600  €"
"Pārdod dzīvokli Rīgas klusajā centrā, vēsturiskā namā. 

Dzīvo",https://www.ss.com/msg/en/real-estate/flats/riga/centre/dhfdn.html,Baznicas 27/29,3,81,2/5,Pre-war house,"1,852 €","150,000  €"
Lat/ Unikāla investīciju iespēja: kompakts divistabu dzīvoklis p,https://www.ss.com/msg/en/real-estate/flats/riga/centre/aflnk.html,Chaka 26,2,42,1/6,Recon.,"2,543 €","106,800  €"
"Pagalma ēka, labiekārtota apzaļumota teritorija, slēgts pagalms,",https://www.ss.com/msg/en/real-estate/flats/riga/centre/algxp.html,Terbatas 82,2,58,1/5,Pre-war house,"1,550 €","89,900  €"
Pārdošanā plašs un kvalitatīvi remontēts 78 m² 3 istabu dzīvokli,https://www.ss.com/msg/en/real-estate/flats/riga/centre/behoxb.html,Stabu 62,3,78,2/5,Recon.,"2,756 €","215,000  €"
Piedāvājam iegādāties plašu 3 istabu dzīvokli ar atsevišķu virtu,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcjjjg.html,Mīlenbaha 1,3,73,2/6,Recon.,"2,048 €","149,500  €"
Pilnībā mēbelēts studio tipa dzīvoklis jaunajā projektā Dainas –,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bedpoe.html,Dainas 10a,1,27,3/7,New,"3,700 €","99,900 €"
"Attīstītājs pārdod modernu, pilnībā mēbelētu 3 istabu dzīvokli j",https://www.ss.com/msg/en/real-estate/flats/riga/centre/giihp.html,Dainas 10a,3,60,4/7,New,"3,680 €","220,800 €"
"Kapitāli izremontēts, omulīgs 1-istabas dzīvoklis, kurš gatavs i",https://www.ss.com/msg/en/real-estate/flats/riga/centre/fliib.html,Vagonu 14,1,22,1/2,Pre-war house,"1,750 €","38,500  €"
Pārdod dzīvokli vienā no pieprasītākajām Rīgas centra vietām – l,https://www.ss.com/msg/en/real-estate/flats/riga/centre/belble.html,Hospitalu 1,2,46,6/8,Spec. pr.,"1,826 €","84,000  €"
Mūsdienīgs 2-istabu dzīvoklis pie Viesturdārza - Klusais centrs.,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bifoh.html,Rupniecibas 21,2,74,2/7,New,"3,378 €","250,000  €"
Pretim Dailes teātrim pagalma ēkas piektajā stāvā pārdošanā ir t,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bclxol.html,Brivibas 84,3,72,5/6,Pre-war house,"2,069 €","149,000  €"
"Terase, dizainera veidota apdare. Pagalmā vieta automašīnai. 
K",https://www.ss.com/msg/en/real-estate/flats/riga/centre/chnkn.html,Dzirnavu 92,4,132,4/5,Recon.,"3,258 €","430,000  €"
"Pārdodam kompaktu, kvalitatīvi remontētu vienistabas dzīvokli Br",https://www.ss.com/msg/en/real-estate/flats/riga/centre/ekbnf.html,Bruninieku 93,1,26,4/4,Pre-war house,"2,000 €","52,000  €"
"Продается просторная, солнечная, полностью меблированная двухком",https://www.ss.com/msg/en/real-estate/flats/riga/centre/cfkgi.html,Chaka 143,2,62,4/5,Recon.,"1,589 €","98,500  €"
"Izbaudiet Klusā centra šarmu – vēsturiska vide, izcila lokācija",https://www.ss.com/msg/en/real-estate/flats/riga/centre/heibi.html,Pulkv. Briezha 10,2,42,4/5,Pre-war house,"3,742 €","157,182  €"
"Dzīve Klusajā centrā – vietā, kur vēsturiskā elegance satiekas a",https://www.ss.com/msg/en/real-estate/flats/riga/centre/ehgex.html,Pulkv. Briezha 10,2,35,5/7,New,"3,917 €","137,088  €"
Tavas jaunās mājas - elegants 3 istabu dzīvoklis Rīgas vēsturisk,https://www.ss.com/msg/en/real-estate/flats/riga/centre/aindp.html,Lachplesha 36,3,60,4/6,Recon.,"4,250 €","255,000  €"
"Pārdod dzīvokli Ģertrūdes ielā. 

Pārdošanā 1-istabas dzīvokli",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcjlef.html,Gertrudes 78,1,34,5/6,Spec. pr.,"1,706 €","58,000  €"
Īpašnieks pārdod plašu 3 istabu dzīvokli 88 m² projektā “Skanste,https://www.ss.com/msg/en/real-estate/flats/riga/centre/gjemp.html,Grostonas 21,3,88,1/8,New,"2,385 €","209,900  €"
"Pārdod remontējamus mansarda dzīvokļus Rīgas centrā, Tērbatas ie",https://www.ss.com/msg/en/real-estate/flats/riga/centre/dmnnk.html,Terbatas 16/18,5,108,5/5,Pre-war house,"1,176 €","127,000  €"
"Jaunais dzīvokļu projekts Rīgā – Hospitāļu iela 49

Mūsdienīga",https://www.ss.com/msg/en/real-estate/flats/riga/centre/abnlf.html,Hospitalu 49,4,103,6/8,New,"3,350 €","345,000  €"
"Pārdodās 1 Istanbul dzīvoklis. 
Dzīvoklis ir gaišs, majigs, sil",https://www.ss.com/msg/en/real-estate/flats/riga/centre/gdgff.html,Brivibas 117,1,21,3/3,Stalin project,"1,286 €","27,000 €"
Pārdošanā plašas un kvalitatīvi iekārtotas komerctelpas Rīgas Kl,https://www.ss.com/msg/en/real-estate/flats/riga/centre/dikjb.html,Ausekla 5,4,136,1/5,Recon.,"2,059 €","280,000  €"
Pārdod plašu 3 istabu dzīvokli ar panorāmas skatu prestižajā pro,https://www.ss.com/msg/en/real-estate/flats/riga/centre/gpnfb.html,J. Dalina 8,3,111,16/24,New,"2,973 €","330,000  €"
Pārdod vienistabas dzīvokli centrā pēc remonta. Nomainīta elektr,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bigcc.html,Valmieras 21,1,31,2/3,Pre-war house,"1,226 €","38,000  €"
Iespēja iegādāties kapitāli izremontētu un pilnībā mēbelētu stud,https://www.ss.com/msg/en/real-estate/flats/riga/centre/ckehm.html,Chaka 109,1,53,2/6,Pre-war house,"1,943 €","103,000  €"
Piedāvājumā 94 m² plašs un gaišs 3 istabu dzīvoklis vienā no pre,https://www.ss.com/msg/en/real-estate/flats/riga/centre/aihep.html,Rupniecibas 21,3,94,2/7,New,"3,053 €","287,000  €"
"Terase, izsmalcināta arhitektūra un mūsdienīgs komforts – šis 3",https://www.ss.com/msg/en/real-estate/flats/riga/centre/coipm.html,Valdemara 41A,3,64,5/8,New,"4,094 €","262,000  €"
"Attīstītājs pārdod dzīvokli telpas renovētā projektā ""Šefela nam",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcpbln.html,Baznicas 5,3,54,1/5,Recon.,"1,583 €","85,500  €"
"Atīstītājs pārdod 2 istabu dzīvokli renovētā projektā ""Šefela na",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcpbof.html,Baznicas 5,2,40,2/5,Recon.,"4,160 €","166,415  €"
"Atīstītājs pārdod 2 istabu dzīvokli renovētā projektā ""Šefela na",https://www.ss.com/msg/en/real-estate/flats/riga/centre/behbdk.html,Baznicas 5,2,45,2/5,Recon.,"3,692 €","166,130  €"
